100017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100027,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100037,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100047,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100057,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100067,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100077,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100087,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100097,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100107,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100117,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100127,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100137,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100147,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100157,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100167,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100177,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100187,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100197,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100207,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100217,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100227,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100237,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100247,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100257,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100267,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100277,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100287,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100297,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100307,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100317,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100327,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100337,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100347,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100357,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100367,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100377,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100387,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100397,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100407,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100417,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100427,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100437,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100447,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100457,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100467,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100477,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100487,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100497,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100507,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100517,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100527,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100537,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100547,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100557,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100567,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100577,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100587,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100597,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
